sw_version,split,split_value,week,year,events_count
11.1,manageable,Manageable,13,2019,17
11.1,manageable,Manageable,14,2019,184
11.1,manageable,Manageable,15,2019,267
11.1,manageable,Manageable,16,2019,240
11.1,manageable,Manageable,17,2019,257
11.1,manageable,Manageable,18,2019,272
11.1,manageable,Manageable,19,2019,244
11.1,manageable,Manageable,20,2019,254
11.1,manageable,Manageable,21,2019,236
11.1,manageable,Manageable,22,2019,271
11.1,manageable,Manageable,23,2019,281
11.1,manageable,Manageable,24,2019,268
11.1,manageable,Manageable,25,2019,300
11.1,manageable,Manageable,26,2019,288
11.1,manageable,Manageable,27,2019,223
11.1,manageable,Manageable,28,2019,284
11.1,manageable,Manageable,29,2019,205
11.1,manageable,Manageable,30,2019,41
11.1,manageable,Manageable,31,2019,9
11.1,manageable,Manageable,32,2019,7
11.2,manageable,Manageable,28,2019,30
11.2,manageable,Manageable,29,2019,57
11.2,manageable,Manageable,30,2019,272
11.2,manageable,Manageable,31,2019,243
11.2,manageable,Manageable,32,2019,162
11.1,manageable,Not Manageable,13,2019,9
11.1,manageable,Not Manageable,14,2019,57
11.1,manageable,Not Manageable,15,2019,80
11.1,manageable,Not Manageable,16,2019,99
11.1,manageable,Not Manageable,17,2019,120
11.1,manageable,Not Manageable,18,2019,113
11.1,manageable,Not Manageable,19,2019,122
11.1,manageable,Not Manageable,20,2019,136
11.1,manageable,Not Manageable,21,2019,121
11.1,manageable,Not Manageable,22,2019,177
11.1,manageable,Not Manageable,23,2019,205
11.1,manageable,Not Manageable,24,2019,176
11.1,manageable,Not Manageable,25,2019,434
11.1,manageable,Not Manageable,26,2019,251
11.1,manageable,Not Manageable,27,2019,229
11.1,manageable,Not Manageable,28,2019,208
11.1,manageable,Not Manageable,29,2019,195
11.1,manageable,Not Manageable,30,2019,19
11.1,manageable,Not Manageable,31,2019,4
11.2,manageable,Not Manageable,28,2019,27
11.2,manageable,Not Manageable,29,2019,30
11.2,manageable,Not Manageable,30,2019,199
11.2,manageable,Not Manageable,31,2019,199
11.2,manageable,Not Manageable,32,2019,125
11.1,impactful,Not Impactful,13,2019,17
11.1,impactful,Not Impactful,14,2019,187
11.1,impactful,Not Impactful,15,2019,278
11.1,impactful,Not Impactful,16,2019,263
11.1,impactful,Not Impactful,17,2019,288
11.1,impactful,Not Impactful,18,2019,297
11.1,impactful,Not Impactful,19,2019,275
11.1,impactful,Not Impactful,20,2019,297
11.1,impactful,Not Impactful,21,2019,295
11.1,impactful,Not Impactful,22,2019,347
11.1,impactful,Not Impactful,23,2019,407
11.1,impactful,Not Impactful,24,2019,354
11.1,impactful,Not Impactful,25,2019,398
11.1,impactful,Not Impactful,26,2019,435
11.1,impactful,Not Impactful,27,2019,360
11.1,impactful,Not Impactful,28,2019,379
11.1,impactful,Not Impactful,29,2019,295
11.1,impactful,Not Impactful,30,2019,47
11.1,impactful,Not Impactful,31,2019,7
11.1,impactful,Not Impactful,32,2019,6
11.2,impactful,Not Impactful,28,2019,41
11.2,impactful,Not Impactful,29,2019,72
11.2,impactful,Not Impactful,30,2019,370
11.2,impactful,Not Impactful,31,2019,365
11.2,impactful,Not Impactful,32,2019,248
11.1,impactful,Impactful,13,2019,9
11.1,impactful,Impactful,14,2019,54
11.1,impactful,Impactful,15,2019,69
11.1,impactful,Impactful,16,2019,76
11.1,impactful,Impactful,17,2019,89
11.1,impactful,Impactful,18,2019,88
11.1,impactful,Impactful,19,2019,91
11.1,impactful,Impactful,20,2019,93
11.1,impactful,Impactful,21,2019,62
11.1,impactful,Impactful,22,2019,101
11.1,impactful,Impactful,23,2019,79
11.1,impactful,Impactful,24,2019,90
11.1,impactful,Impactful,25,2019,336
11.1,impactful,Impactful,26,2019,104
11.1,impactful,Impactful,27,2019,92
11.1,impactful,Impactful,28,2019,113
11.1,impactful,Impactful,29,2019,105
11.1,impactful,Impactful,30,2019,13
11.1,impactful,Impactful,31,2019,6
11.1,impactful,Impactful,32,2019,1
11.2,impactful,Impactful,28,2019,16
11.2,impactful,Impactful,29,2019,15
11.2,impactful,Impactful,30,2019,101
11.2,impactful,Impactful,31,2019,77
11.2,impactful,Impactful,32,2019,39
11.1,item_module,CDNSSP,14,2019,2
11.1,item_module,CDNSSP,15,2019,4
11.1,item_module,CDNSSP,16,2019,9
11.1,item_module,CDNSSP,17,2019,4
11.1,item_module,CDNSSP,18,2019,4
11.1,item_module,CDNSSP,19,2019,4
11.1,item_module,CDNSSP,20,2019,5
11.1,item_module,CDNSSP,21,2019,7
11.1,item_module,CDNSSP,22,2019,6
11.1,item_module,CDNSSP,23,2019,4
11.1,item_module,CDNSSP,24,2019,13
11.1,item_module,CDNSSP,25,2019,13
11.1,item_module,CDNSSP,26,2019,5
11.1,item_module,CDNSSP,27,2019,4
11.1,item_module,CDNSSP,28,2019,6
11.1,item_module,CDNSSP,29,2019,3
11.2,item_module,CDNSSP,29,2019,3
11.2,item_module,CDNSSP,30,2019,4
11.2,item_module,CDNSSP,31,2019,3
11.2,item_module,CDNSSP,32,2019,2
11.1,item_module,EAS,13,2019,2
11.1,item_module,EAS,14,2019,35
11.1,item_module,EAS,15,2019,43
11.1,item_module,EAS,16,2019,49
11.1,item_module,EAS,17,2019,42
11.1,item_module,EAS,18,2019,42
11.1,item_module,EAS,19,2019,50
11.1,item_module,EAS,20,2019,47
11.1,item_module,EAS,21,2019,45
11.1,item_module,EAS,22,2019,37
11.1,item_module,EAS,23,2019,51
11.1,item_module,EAS,24,2019,41
11.1,item_module,EAS,25,2019,47
11.1,item_module,EAS,26,2019,43
11.1,item_module,EAS,27,2019,39
11.1,item_module,EAS,28,2019,39
11.1,item_module,EAS,29,2019,35
11.1,item_module,EAS,30,2019,9
11.1,item_module,EAS,31,2019,3
11.1,item_module,EAS,32,2019,4
11.2,item_module,EAS,28,2019,7
11.2,item_module,EAS,29,2019,7
11.2,item_module,EAS,30,2019,40
11.2,item_module,EAS,31,2019,29
11.2,item_module,EAS,32,2019,27
11.1,item_module,W.I,13,2019,3
11.1,item_module,W.I,14,2019,19
11.1,item_module,W.I,15,2019,30
11.1,item_module,W.I,16,2019,38
11.1,item_module,W.I,17,2019,35
11.1,item_module,W.I,18,2019,29
11.1,item_module,W.I,19,2019,37
11.1,item_module,W.I,20,2019,30
11.1,item_module,W.I,21,2019,27
11.1,item_module,W.I,22,2019,42
11.1,item_module,W.I,23,2019,45
11.1,item_module,W.I,24,2019,35
11.1,item_module,W.I,25,2019,36
11.1,item_module,W.I,26,2019,42
11.1,item_module,W.I,27,2019,29
11.1,item_module,W.I,28,2019,28
11.1,item_module,W.I,29,2019,35
11.1,item_module,W.I,30,2019,2
11.2,item_module,W.I,28,2019,2
11.2,item_module,W.I,29,2019,10
11.2,item_module,W.I,30,2019,42
11.2,item_module,W.I,31,2019,28
11.2,item_module,W.I,32,2019,22
11.1,item_module,ACK.WZ,13,2019,6
11.1,item_module,ACK.WZ,14,2019,45
11.1,item_module,ACK.WZ,15,2019,74
11.1,item_module,ACK.WZ,16,2019,46
11.1,item_module,ACK.WZ,17,2019,63
11.1,item_module,ACK.WZ,18,2019,95
11.1,item_module,ACK.WZ,19,2019,63
11.1,item_module,ACK.WZ,20,2019,55
11.1,item_module,ACK.WZ,21,2019,49
11.1,item_module,ACK.WZ,22,2019,70
11.1,item_module,ACK.WZ,23,2019,79
11.1,item_module,ACK.WZ,24,2019,68
11.1,item_module,ACK.WZ,25,2019,80
11.1,item_module,ACK.WZ,26,2019,76
11.1,item_module,ACK.WZ,27,2019,37
11.1,item_module,ACK.WZ,28,2019,60
11.1,item_module,ACK.WZ,29,2019,45
11.1,item_module,ACK.WZ,30,2019,8
11.2,item_module,ACK.WZ,28,2019,4
11.2,item_module,ACK.WZ,29,2019,14
11.2,item_module,ACK.WZ,30,2019,64
11.2,item_module,ACK.WZ,31,2019,86
11.2,item_module,ACK.WZ,32,2019,49
11.1,item_module,ACK.UL,14,2019,5
11.1,item_module,ACK.UL,15,2019,4
11.1,item_module,ACK.UL,16,2019,4
11.1,item_module,ACK.UL,17,2019,15
11.1,item_module,ACK.UL,18,2019,8
11.1,item_module,ACK.UL,19,2019,9
11.1,item_module,ACK.UL,20,2019,6
11.1,item_module,ACK.UL,21,2019,9
11.1,item_module,ACK.UL,22,2019,9
11.1,item_module,ACK.UL,23,2019,17
11.1,item_module,ACK.UL,24,2019,11
11.1,item_module,ACK.UL,25,2019,27
11.1,item_module,ACK.UL,26,2019,19
11.1,item_module,ACK.UL,27,2019,13
11.1,item_module,ACK.UL,28,2019,25
11.1,item_module,ACK.UL,29,2019,12
11.1,item_module,ACK.UL,30,2019,1
11.2,item_module,ACK.UL,28,2019,1
11.2,item_module,ACK.UL,29,2019,3
11.2,item_module,ACK.UL,30,2019,15
11.2,item_module,ACK.UL,31,2019,15
11.2,item_module,ACK.UL,32,2019,10
11.1,item_module,TAM,13,2019,4
11.1,item_module,TAM,14,2019,41
11.1,item_module,TAM,15,2019,66
11.1,item_module,TAM,16,2019,64
11.1,item_module,TAM,17,2019,48
11.1,item_module,TAM,18,2019,48
11.1,item_module,TAM,19,2019,47
11.1,item_module,TAM,20,2019,52
11.1,item_module,TAM,21,2019,52
11.1,item_module,TAM,22,2019,64
11.1,item_module,TAM,23,2019,50
11.1,item_module,TAM,24,2019,62
11.1,item_module,TAM,25,2019,56
11.1,item_module,TAM,26,2019,64
11.1,item_module,TAM,27,2019,53
11.1,item_module,TAM,28,2019,59
11.1,item_module,TAM,29,2019,23
11.1,item_module,TAM,30,2019,10
11.1,item_module,TAM,31,2019,1
11.2,item_module,TAM,28,2019,10
11.2,item_module,TAM,29,2019,10
11.2,item_module,TAM,30,2019,69
11.2,item_module,TAM,31,2019,53
11.2,item_module,TAM,32,2019,28
11.1,item_module,220R,13,2019,2
11.1,item_module,220R,14,2019,9
11.1,item_module,220R,15,2019,13
11.1,item_module,220R,16,2019,17
11.1,item_module,220R,17,2019,30
11.1,item_module,220R,18,2019,15
11.1,item_module,220R,19,2019,18
11.1,item_module,220R,20,2019,20
11.1,item_module,220R,21,2019,16
11.1,item_module,220R,22,2019,26
11.1,item_module,220R,23,2019,18
11.1,item_module,220R,24,2019,18
11.1,item_module,220R,25,2019,258
11.1,item_module,220R,26,2019,16
11.1,item_module,220R,27,2019,16
11.1,item_module,220R,28,2019,26
11.1,item_module,220R,29,2019,26
11.1,item_module,220R,30,2019,4
11.1,item_module,220R,31,2019,3
11.2,item_module,220R,28,2019,10
11.2,item_module,220R,30,2019,24
11.2,item_module,220R,31,2019,17
11.2,item_module,220R,32,2019,9
11.1,item_module,WTDR,13,2019,2
11.1,item_module,WTDR,14,2019,18
11.1,item_module,WTDR,15,2019,23
11.1,item_module,WTDR,16,2019,17
11.1,item_module,WTDR,17,2019,14
11.1,item_module,WTDR,18,2019,21
11.1,item_module,WTDR,19,2019,21
11.1,item_module,WTDR,20,2019,40
11.1,item_module,WTDR,21,2019,9
11.1,item_module,WTDR,22,2019,34
11.1,item_module,WTDR,23,2019,45
11.1,item_module,WTDR,24,2019,30
11.1,item_module,WTDR,25,2019,66
11.1,item_module,WTDR,26,2019,85
11.1,item_module,WTDR,27,2019,83
11.1,item_module,WTDR,28,2019,69
11.1,item_module,WTDR,29,2019,75
11.1,item_module,WTDR,30,2019,6
11.1,item_module,WTDR,31,2019,1
11.2,item_module,WTDR,28,2019,5
11.2,item_module,WTDR,29,2019,6
11.2,item_module,WTDR,30,2019,47
11.2,item_module,WTDR,31,2019,57
11.2,item_module,WTDR,32,2019,30
11.1,item_module,DS,13,2019,2
11.1,item_module,DS,14,2019,6
11.1,item_module,DS,15,2019,13
11.1,item_module,DS,16,2019,13
11.1,item_module,DS,17,2019,15
11.1,item_module,DS,18,2019,12
11.1,item_module,DS,19,2019,18
11.1,item_module,DS,20,2019,23
11.1,item_module,DS,21,2019,47
11.1,item_module,DS,22,2019,48
11.1,item_module,DS,23,2019,76
11.1,item_module,DS,24,2019,55
11.1,item_module,DS,25,2019,54
11.1,item_module,DS,26,2019,70
11.1,item_module,DS,27,2019,79
11.1,item_module,DS,28,2019,53
11.1,item_module,DS,29,2019,31
11.1,item_module,DS,30,2019,6
11.2,item_module,DS,28,2019,5
11.2,item_module,DS,29,2019,11
11.2,item_module,DS,30,2019,56
11.2,item_module,DS,31,2019,68
11.2,item_module,DS,32,2019,39
11.1,item_module,EMTT,14,2019,10
11.1,item_module,EMTT,15,2019,11
11.1,item_module,EMTT,16,2019,11
11.1,item_module,EMTT,17,2019,14
11.1,item_module,EMTT,18,2019,10
11.1,item_module,EMTT,19,2019,13
11.1,item_module,EMTT,20,2019,12
11.1,item_module,EMTT,21,2019,9
11.1,item_module,EMTT,22,2019,11
11.1,item_module,EMTT,23,2019,15
11.1,item_module,EMTT,24,2019,17
11.1,item_module,EMTT,25,2019,13
11.1,item_module,EMTT,26,2019,11
11.1,item_module,EMTT,27,2019,20
11.1,item_module,EMTT,28,2019,21
11.1,item_module,EMTT,29,2019,10
11.1,item_module,EMTT,30,2019,1
11.2,item_module,EMTT,29,2019,2
11.2,item_module,EMTT,30,2019,20
11.2,item_module,EMTT,31,2019,8
11.2,item_module,EMTT,32,2019,9
11.1,item_module,DIB,14,2019,7
11.1,item_module,DIB,15,2019,9
11.1,item_module,DIB,16,2019,7
11.1,item_module,DIB,17,2019,6
11.1,item_module,DIB,18,2019,7
11.1,item_module,DIB,19,2019,9
11.1,item_module,DIB,20,2019,11
11.1,item_module,DIB,21,2019,5
11.1,item_module,DIB,22,2019,5
11.1,item_module,DIB,23,2019,6
11.1,item_module,DIB,24,2019,4
11.1,item_module,DIB,25,2019,8
11.1,item_module,DIB,26,2019,9
11.1,item_module,DIB,27,2019,8
11.1,item_module,DIB,28,2019,9
11.1,item_module,DIB,29,2019,6
11.1,item_module,DIB,30,2019,1
11.2,item_module,DIB,28,2019,2
11.2,item_module,DIB,30,2019,8
11.2,item_module,DIB,31,2019,8
11.2,item_module,DIB,32,2019,1
11.1,item_module,TH,13,2019,4
11.1,item_module,TH,14,2019,31
11.1,item_module,TH,15,2019,43
11.1,item_module,TH,16,2019,35
11.1,item_module,TH,17,2019,51
11.1,item_module,TH,18,2019,46
11.1,item_module,TH,19,2019,41
11.1,item_module,TH,20,2019,55
11.1,item_module,TH,21,2019,49
11.1,item_module,TH,22,2019,47
11.1,item_module,TH,23,2019,50
11.1,item_module,TH,24,2019,43
11.1,item_module,TH,25,2019,42
11.1,item_module,TH,26,2019,37
11.1,item_module,TH,27,2019,34
11.1,item_module,TH,28,2019,47
11.1,item_module,TH,29,2019,30
11.1,item_module,TH,30,2019,8
11.1,item_module,TH,31,2019,2
11.1,item_module,TH,32,2019,3
11.2,item_module,TH,28,2019,4
11.2,item_module,TH,29,2019,8
11.2,item_module,TH,30,2019,31
11.2,item_module,TH,31,2019,31
11.2,item_module,TH,32,2019,23
11.1,item_module,CPE,14,2019,5
11.1,item_module,CPE,15,2019,13
11.1,item_module,CPE,16,2019,12
11.1,item_module,CPE,17,2019,10
11.1,item_module,CPE,18,2019,8
11.1,item_module,CPE,19,2019,3
11.1,item_module,CPE,20,2019,11
11.1,item_module,CPE,21,2019,10
11.1,item_module,CPE,22,2019,11
11.1,item_module,CPE,23,2019,8
11.1,item_module,CPE,24,2019,6
11.1,item_module,CPE,25,2019,8
11.1,item_module,CPE,26,2019,10
11.1,item_module,CPE,27,2019,7
11.1,item_module,CPE,28,2019,8
11.1,item_module,CPE,29,2019,3
11.1,item_module,CPE,30,2019,1
11.1,item_module,CPE,31,2019,3
11.2,item_module,CPE,28,2019,1
11.2,item_module,CPE,29,2019,3
11.2,item_module,CPE,30,2019,4
11.2,item_module,CPE,31,2019,5
11.2,item_module,CPE,32,2019,7
11.1,item_module,ACK.SE,13,2019,1
11.1,item_module,ACK.SE,14,2019,3
11.1,item_module,ACK.SE,16,2019,3
11.1,item_module,ACK.SE,17,2019,4
11.1,item_module,ACK.SE,18,2019,4
11.1,item_module,ACK.SE,19,2019,5
11.1,item_module,ACK.SE,21,2019,1
11.1,item_module,ACK.SE,22,2019,11
11.1,item_module,ACK.SE,23,2019,1
11.1,item_module,ACK.SE,24,2019,3
11.1,item_module,ACK.SE,25,2019,3
11.1,item_module,ACK.SE,26,2019,4
11.1,item_module,ACK.SE,28,2019,4
11.1,item_module,ACK.SE,29,2019,25
11.2,item_module,ACK.SE,28,2019,1
11.2,item_module,ACK.SE,29,2019,4
11.2,item_module,ACK.SE,30,2019,9
11.2,item_module,ACK.SE,31,2019,1
11.1,item_module,BTJ,14,2019,5
11.1,item_module,BTJ,15,2019,1
11.1,item_module,BTJ,16,2019,13
11.1,item_module,BTJ,17,2019,1
11.1,item_module,BTJ,18,2019,11
11.1,item_module,BTJ,19,2019,8
11.1,item_module,BTJ,20,2019,5
11.1,item_module,BTJ,22,2019,7
11.1,item_module,BTJ,23,2019,5
11.1,item_module,BTJ,24,2019,17
11.1,item_module,BTJ,25,2019,5
11.1,item_module,BTJ,26,2019,18
11.1,item_module,BTJ,27,2019,5
11.1,item_module,BTJ,28,2019,12
11.1,item_module,BTJ,29,2019,6
11.2,item_module,BTJ,29,2019,1
11.2,item_module,BTJ,30,2019,9
11.2,item_module,BTJ,31,2019,3
11.2,item_module,BTJ,32,2019,1
11.1,item_module,SSUnk,16,2019,1
11.1,item_module,SSUnk,17,2019,25
11.1,item_module,SSUnk,18,2019,25
11.1,item_module,SSUnk,19,2019,20
11.1,item_module,SSUnk,20,2019,18
11.1,item_module,SSUnk,21,2019,22
11.1,item_module,SSUnk,22,2019,20
11.1,item_module,SSUnk,23,2019,16
11.1,item_module,SSUnk,24,2019,21
11.1,item_module,SSUnk,25,2019,15
11.1,item_module,SSUnk,26,2019,20
11.1,item_module,SSUnk,27,2019,17
11.1,item_module,SSUnk,28,2019,17
11.1,item_module,SSUnk,29,2019,21
11.1,item_module,SSUnk,30,2019,1
11.2,item_module,SSUnk,28,2019,4
11.2,item_module,SSUnk,29,2019,2
11.2,item_module,SSUnk,30,2019,17
11.2,item_module,SSUnk,31,2019,22
11.2,item_module,SSUnk,32,2019,18
11.1,target,GC,14,2019,5
11.1,target,GC,15,2019,15
11.1,target,GC,16,2019,13
11.1,target,GC,17,2019,10
11.1,target,GC,18,2019,8
11.1,target,GC,19,2019,3
11.1,target,GC,20,2019,11
11.1,target,GC,21,2019,10
11.1,target,GC,22,2019,11
11.1,target,GC,23,2019,8
11.1,target,GC,24,2019,6
11.1,target,GC,25,2019,8
11.1,target,GC,26,2019,10
11.1,target,GC,27,2019,9
11.1,target,GC,28,2019,8
11.1,target,GC,29,2019,3
11.1,target,GC,30,2019,1
11.1,target,GC,31,2019,3
11.1,target,GC,33,2019,1
11.2,target,GC,28,2019,1
11.2,target,GC,29,2019,3
11.2,target,GC,30,2019,4
11.2,target,GC,31,2019,5
11.2,target,GC,32,2019,8
11.2,target,GC,33,2019,11
11.1,target,EMT,14,2019,10
11.1,target,EMT,15,2019,11
11.1,target,EMT,16,2019,11
11.1,target,EMT,17,2019,14
11.1,target,EMT,18,2019,10
11.1,target,EMT,19,2019,13
11.1,target,EMT,20,2019,13
11.1,target,EMT,21,2019,9
11.1,target,EMT,22,2019,11
11.1,target,EMT,23,2019,15
11.1,target,EMT,24,2019,17
11.1,target,EMT,25,2019,15
11.1,target,EMT,26,2019,11
11.1,target,EMT,27,2019,20
11.1,target,EMT,28,2019,22
11.1,target,EMT,29,2019,10
11.1,target,EMT,30,2019,1
11.2,target,EMT,28,2019,1
11.2,target,EMT,29,2019,2
11.2,target,EMT,30,2019,20
11.2,target,EMT,31,2019,10
11.2,target,EMT,32,2019,15
11.2,target,EMT,33,2019,17
11.1,target,UNK.S,13,2019,1
11.1,target,UNK.S,14,2019,20
11.1,target,UNK.S,15,2019,26
11.1,target,UNK.S,16,2019,26
11.1,target,UNK.S,17,2019,18
11.1,target,UNK.S,18,2019,26
11.1,target,UNK.S,19,2019,28
11.1,target,UNK.S,20,2019,26
11.1,target,UNK.S,21,2019,9
11.1,target,UNK.S,22,2019,31
11.1,target,UNK.S,23,2019,36
11.1,target,UNK.S,24,2019,28
11.1,target,UNK.S,25,2019,23
11.1,target,UNK.S,26,2019,27
11.1,target,UNK.S,27,2019,26
11.1,target,UNK.S,28,2019,27
11.1,target,UNK.S,29,2019,25
11.1,target,UNK.S,30,2019,3
11.1,target,UNK.S,32,2019,1
11.2,target,UNK.S,28,2019,2
11.2,target,UNK.S,29,2019,6
11.2,target,UNK.S,30,2019,33
11.2,target,UNK.S,31,2019,33
11.2,target,UNK.S,32,2019,34
11.2,target,UNK.S,33,2019,33
11.1,target,WZ,13,2019,6
11.1,target,WZ,14,2019,45
11.1,target,WZ,15,2019,74
11.1,target,WZ,16,2019,47
11.1,target,WZ,17,2019,64
11.1,target,WZ,18,2019,95
11.1,target,WZ,19,2019,63
11.1,target,WZ,20,2019,58
11.1,target,WZ,21,2019,49
11.1,target,WZ,22,2019,72
11.1,target,WZ,23,2019,83
11.1,target,WZ,24,2019,69
11.1,target,WZ,25,2019,84
11.1,target,WZ,26,2019,86
11.1,target,WZ,27,2019,38
11.1,target,WZ,28,2019,65
11.1,target,WZ,29,2019,49
11.1,target,WZ,30,2019,8
11.1,target,WZ,33,2019,10
11.2,target,WZ,28,2019,5
11.2,target,WZ,29,2019,14
11.2,target,WZ,30,2019,66
11.2,target,WZ,31,2019,86
11.2,target,WZ,32,2019,80
11.2,target,WZ,33,2019,83
11.1,target,SW.UNK,13,2019,4
11.1,target,SW.UNK,14,2019,16
11.1,target,SW.UNK,15,2019,25
11.1,target,SW.UNK,16,2019,50
11.1,target,SW.UNK,17,2019,54
11.1,target,SW.UNK,18,2019,33
11.1,target,SW.UNK,19,2019,39
11.1,target,SW.UNK,20,2019,38
11.1,target,SW.UNK,21,2019,41
11.1,target,SW.UNK,22,2019,54
11.1,target,SW.UNK,23,2019,43
11.1,target,SW.UNK,24,2019,59
11.1,target,SW.UNK,25,2019,292
11.1,target,SW.UNK,26,2019,54
11.1,target,SW.UNK,27,2019,36
11.1,target,SW.UNK,28,2019,51
11.1,target,SW.UNK,29,2019,46
11.1,target,SW.UNK,30,2019,4
11.1,target,SW.UNK,31,2019,3
11.1,target,SW.UNK,33,2019,2
11.2,target,SW.UNK,28,2019,11
11.2,target,SW.UNK,29,2019,8
11.2,target,SW.UNK,30,2019,51
11.2,target,SW.UNK,31,2019,30
11.2,target,SW.UNK,32,2019,44
11.2,target,SW.UNK,33,2019,35
11.1,target,SIG,13,2019,11
11.1,target,SIG,14,2019,87
11.1,target,SIG,15,2019,132
11.1,target,SIG,16,2019,128
11.1,target,SIG,17,2019,110
11.1,target,SIG,18,2019,109
11.1,target,SIG,19,2019,113
11.1,target,SIG,20,2019,142
11.1,target,SIG,21,2019,149
11.1,target,SIG,22,2019,165
11.1,target,SIG,23,2019,202
11.1,target,SIG,24,2019,172
11.1,target,SIG,25,2019,177
11.1,target,SIG,26,2019,230
11.1,target,SIG,27,2019,232
11.1,target,SIG,28,2019,188
11.1,target,SIG,29,2019,144
11.1,target,SIG,30,2019,26
11.1,target,SIG,31,2019,4
11.1,target,SIG,32,2019,4
11.1,target,SIG,33,2019,3
11.2,target,SIG,28,2019,21
11.2,target,SIG,29,2019,32
11.2,target,SIG,30,2019,194
11.2,target,SIG,31,2019,194
11.2,target,SIG,32,2019,212
11.2,target,SIG,33,2019,182
11.1,target,TEMPSR,13,2019,1
11.1,target,TEMPSR,14,2019,8
11.1,target,TEMPSR,15,2019,9
11.1,target,TEMPSR,16,2019,16
11.1,target,TEMPSR,17,2019,25
11.1,target,TEMPSR,18,2019,21
11.1,target,TEMPSR,19,2019,19
11.1,target,TEMPSR,20,2019,21
11.1,target,TEMPSR,21,2019,15
11.1,target,TEMPSR,22,2019,21
11.1,target,TEMPSR,23,2019,18
11.1,target,TEMPSR,24,2019,16
11.1,target,TEMPSR,25,2019,28
11.1,target,TEMPSR,26,2019,22
11.1,target,TEMPSR,27,2019,12
11.1,target,TEMPSR,28,2019,25
11.1,target,TEMPSR,29,2019,14
11.1,target,TEMPSR,30,2019,5
11.2,target,TEMPSR,28,2019,3
11.2,target,TEMPSR,29,2019,1
11.2,target,TEMPSR,30,2019,19
11.2,target,TEMPSR,31,2019,13
11.2,target,TEMPSR,32,2019,18
11.2,target,TEMPSR,33,2019,16
11.1,target,SSTAR,14,2019,1
11.1,target,SSTAR,15,2019,8
